-77.4180399	37.2398442
-77.4180162	37.2398504
-77.4179739	37.239862
-77.4179285	37.2398769
-77.4178876	37.2398894
-77.4178546	37.2398917
-77.4178255	37.2398877
-77.4178109	37.2398675
-77.4177826	37.2398204
-77.417752	37.2397599
-77.4177361	37.2396867
-77.4177081	37.2396126
-77.4176739	37.2395418
-77.4176465	37.2394853
-77.4176262	37.2394491
-77.4176224	37.2394428
-77.4176198	37.239436
-77.4176065	37.2394121
-77.4175823	37.2393688
-77.4175506	37.2393079
-77.4175088	37.239236
-77.4174702	37.2391554
-77.4174256	37.2390675
-77.4173792	37.2389738
-77.4173326	37.2388774
-77.4172831	37.2387793
-77.4172296	37.2386801
-77.4171735	37.238581
-77.4171159	37.2384818
-77.4170599	37.238382
-77.4170032	37.238278
-77.416947	37.2381738
-77.4168939	37.2380684
-77.416843	37.2379662
-77.4167953	37.2378685
-77.4167519	37.2377765
-77.416712	37.2376925
-77.4166777	37.2376182
-77.4166578	37.2375594
-77.4166607	37.2375189
-77.4166764	37.2374912
-77.4167026	37.2374671
-77.4167444	37.2374443
-77.4168022	37.2374107
-77.4168761	37.2373682
-77.4169619	37.2373191
-77.4170544	37.2372657
-77.4171521	37.2372101
-77.4172485	37.2371536
-77.4173417	37.2370956
-77.4174382	37.2370373
-77.4175346	37.2369798
-77.4176268	37.2369234
-77.4177186	37.236868
-77.4178062	37.236814
-77.4178865	37.2367627
-77.4179568	37.2367134
-77.4180168	37.2366669
-77.4180757	37.2366284
-77.4181318	37.2365935
-77.4181832	37.2365673
-77.4182263	37.2365519
-77.4182624	37.236544
-77.4182871	37.2365386
-77.4183118	37.2365355
-77.418344	37.2365419
-77.4183762	37.2365621
-77.4184054	37.2366028
-77.4184343	37.2366659
-77.4184689	37.2367439
-77.4185101	37.2368324
-77.4185537	37.2369234
-77.4185996	37.2370176
-77.4186474	37.2371124
-77.4186943	37.2372075
-77.4187424	37.2373031
-77.418792	37.2373986
-77.4188404	37.2374946
-77.418888	37.237591
-77.418935	37.237688
-77.418982	37.2377839
-77.4190288	37.2378792
-77.4190749	37.2379715
-77.419118	37.2380573
-77.4191583	37.2381322
-77.419191	37.2381971
-77.419216	37.2382485
-77.4192311	37.2382846
-77.4192405	37.2383159
-77.419247	37.2383571
-77.4192606	37.2384097
-77.4192892	37.2384635
-77.4193293	37.2385209
-77.4193708	37.238587
-77.4194155	37.2386623
-77.4194642	37.2387492
-77.4195154	37.2388413
-77.4195688	37.2389338
-77.4196206	37.2390285
-77.4196717	37.2391223
-77.4197176	37.2392129
-77.4197568	37.2392981
-77.4197894	37.2393751
-77.4198125	37.2394522
-77.4198229	37.2395309
-77.419819	37.2396095
-77.4197927	37.2396868
-77.4197406	37.2397634
-77.4196595	37.2398379
-77.419563	37.2399141
-77.4194637	37.2399945
-77.4193709	37.2400789
-77.41929	37.2401646
-77.4192233	37.240247
-77.4191694	37.2403235
-77.4191248	37.2403944
-77.4190866	37.2404641
-77.419056	37.2405304
-77.4190326	37.2405882
-77.419016	37.2406331
-77.419005	37.2406632
-77.4189982	37.2406824
-77.4189887	37.240707
-77.4189686	37.2407385
-77.4189345	37.2407634
-77.4188835	37.2407755
-77.4188185	37.2407718
-77.4187379	37.2407609
-77.4186446	37.2407476
-77.4185462	37.2407325
-77.4184525	37.2407139
-77.4183666	37.2406877
-77.4182901	37.2406543
-77.4182228	37.2406144
-77.4181713	37.2405722
-77.4181307	37.2405281
-77.4180908	37.2404731
-77.418048	37.2404047
-77.4180027	37.240325
-77.4179573	37.2402395
-77.4179114	37.2401494
-77.4178652	37.2400569
-77.4178194	37.2399656
-77.4177741	37.2398762
-77.4177301	37.2397884
-77.4176874	37.2397037
-77.4176497	37.2396282
-77.4176178	37.2395653
-77.4175919	37.2395159
-77.4175731	37.2394793
-77.4175615	37.2394547
-77.4175556	37.2394423
-77.4175511	37.2394325
-77.4175401	37.2394133
-77.4175097	37.239387
-77.4174551	37.2393712
-77.4173851	37.2393763
-77.4173065	37.2393964
-77.4172203	37.2394249
-77.4171303	37.2394574
-77.41704	37.2394897
-77.4169515	37.2395203
-77.416865	37.2395485
-77.4167802	37.2395743
-77.4166998	37.2395971
-77.4166326	37.2396143
-77.4165816	37.239626
-77.4165457	37.239642
-77.4165082	37.2396586
-77.4164754	37.2396703
-77.4164416	37.239679
-77.4164101	37.2396925
-77.4164032	37.239696
-77.4163917	37.2396847
